Name,Author,Created,Vendor,CVE,ExpectedLocations,VulnerableExecutablePath,VulnerableExecutableType,VulnerableExecutableAutoElevated,VulnerableExecutablePrivilegeEscalation,VulnerableExecutableCondition,VulnerableExecutableSHA256,VulnerableExecutableEnvironmentVariable,Resources,Acknowledgements,URL
"dmpushproxy.dll","Wietze Beukema","2021-02-27","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\omadmrpc.exe","Sideloading","","","","","","https://wietze.github.io/blog/hijacking-dlls-in-windows, https://securityintelligence.com/posts/windows-features-dll-sideloading/, https://github.com/xforcered/WFH","Wietze (@wietze), Chris Spehn (@ConsciousHacker)","https://hijacklibs.net/entries/microsoft/built-in/dmpushproxy.html"
"dmxmlhelputils.dll","Wietze Beukema","2021-02-27","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\dmcfghost.exe","Sideloading","","","","","","https://wietze.github.io/blog/hijacking-dlls-in-windows","Wietze (@wietze)","https://hijacklibs.net/entries/microsoft/built-in/dmxmlhelputils.html"
"dmxmlhelputils.dll","Wietze Beukema","2021-02-27","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\omadmclient.exe","Sideloading","","","","","","https://wietze.github.io/blog/hijacking-dlls-in-windows","Wietze (@wietze)","https://hijacklibs.net/entries/microsoft/built-in/dmxmlhelputils.html"
"dnsapi.dll","Wietze Beukema","2021-02-27","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\checknetisolation.exe","Sideloading","","","","","","https://wietze.github.io/blog/hijacking-dlls-in-windows, https://securityintelligence.com/posts/windows-features-dll-sideloading/, https://github.com/xforcered/WFH","Wietze (@wietze), Chris Spehn (@ConsciousHacker)","https://hijacklibs.net/entries/microsoft/built-in/dnsapi.html"
"dnsapi.dll","Wietze Beukema","2021-02-27","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\dcdiag.exe","Sideloading","","","","","","https://wietze.github.io/blog/hijacking-dlls-in-windows, https://securityintelligence.com/posts/windows-features-dll-sideloading/, https://github.com/xforcered/WFH","Wietze (@wietze), Chris Spehn (@ConsciousHacker)","https://hijacklibs.net/entries/microsoft/built-in/dnsapi.html"
"dnsapi.dll","Wietze Beukema","2021-02-27","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\dnscmd.exe","Sideloading","","","","","","https://wietze.github.io/blog/hijacking-dlls-in-windows, https://securityintelligence.com/posts/windows-features-dll-sideloading/, https://github.com/xforcered/WFH","Wietze (@wietze), Chris Spehn (@ConsciousHacker)","https://hijacklibs.net/entries/microsoft/built-in/dnsapi.html"
"dnsapi.dll","Wietze Beukema","2021-02-27","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\edpcleanup.exe","Sideloading","","","","","","https://wietze.github.io/blog/hijacking-dlls-in-windows, https://securityintelligence.com/posts/windows-features-dll-sideloading/, https://github.com/xforcered/WFH","Wietze (@wietze), Chris Spehn (@ConsciousHacker)","https://hijacklibs.net/entries/microsoft/built-in/dnsapi.html"
"dnsapi.dll","Wietze Beukema","2021-02-27","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\ipconfig.exe","Sideloading","","","","","","https://wietze.github.io/blog/hijacking-dlls-in-windows, https://securityintelligence.com/posts/windows-features-dll-sideloading/, https://github.com/xforcered/WFH","Wietze (@wietze), Chris Spehn (@ConsciousHacker)","https://hijacklibs.net/entries/microsoft/built-in/dnsapi.html"
"dnsapi.dll","Wietze Beukema","2021-02-27","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\lpremove.exe","Sideloading","","","","","","https://wietze.github.io/blog/hijacking-dlls-in-windows, https://securityintelligence.com/posts/windows-features-dll-sideloading/, https://github.com/xforcered/WFH","Wietze (@wietze), Chris Spehn (@ConsciousHacker)","https://hijacklibs.net/entries/microsoft/built-in/dnsapi.html"
"dnsapi.dll","Wietze Beukema","2021-02-27","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\msdtc.exe","Sideloading","","","","","","https://wietze.github.io/blog/hijacking-dlls-in-windows, https://securityintelligence.com/posts/windows-features-dll-sideloading/, https://github.com/xforcered/WFH","Wietze (@wietze), Chris Spehn (@ConsciousHacker)","https://hijacklibs.net/entries/microsoft/built-in/dnsapi.html"
"dnsapi.dll","Wietze Beukema","2021-02-27","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\netdom.exe","Sideloading","","","","","","https://wietze.github.io/blog/hijacking-dlls-in-windows, https://securityintelligence.com/posts/windows-features-dll-sideloading/, https://github.com/xforcered/WFH","Wietze (@wietze), Chris Spehn (@ConsciousHacker)","https://hijacklibs.net/entries/microsoft/built-in/dnsapi.html"
"dnsapi.dll","Wietze Beukema","2021-02-27","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\netsh.exe","Sideloading","","","","","","https://wietze.github.io/blog/hijacking-dlls-in-windows, https://securityintelligence.com/posts/windows-features-dll-sideloading/, https://github.com/xforcered/WFH","Wietze (@wietze), Chris Spehn (@ConsciousHacker)","https://hijacklibs.net/entries/microsoft/built-in/dnsapi.html"
"dnsapi.dll","Wietze Beukema","2021-02-27","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\nslookup.exe","Sideloading","","","","","","https://wietze.github.io/blog/hijacking-dlls-in-windows, https://securityintelligence.com/posts/windows-features-dll-sideloading/, https://github.com/xforcered/WFH","Wietze (@wietze), Chris Spehn (@ConsciousHacker)","https://hijacklibs.net/entries/microsoft/built-in/dnsapi.html"
"dnsapi.dll","Wietze Beukema","2021-02-27","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\rendom.exe","Sideloading","","","","","","https://wietze.github.io/blog/hijacking-dlls-in-windows, https://securityintelligence.com/posts/windows-features-dll-sideloading/, https://github.com/xforcered/WFH","Wietze (@wietze), Chris Spehn (@ConsciousHacker)","https://hijacklibs.net/entries/microsoft/built-in/dnsapi.html"
"dnsapi.dll","Wietze Beukema","2021-02-27","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\repadmin.exe","Sideloading","","","","","","https://wietze.github.io/blog/hijacking-dlls-in-windows, https://securityintelligence.com/posts/windows-features-dll-sideloading/, https://github.com/xforcered/WFH","Wietze (@wietze), Chris Spehn (@ConsciousHacker)","https://hijacklibs.net/entries/microsoft/built-in/dnsapi.html"
"dnsapi.dll","Wietze Beukema","2021-02-27","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\securityhealthservice.exe","Sideloading","","","","","","https://wietze.github.io/blog/hijacking-dlls-in-windows, https://securityintelligence.com/posts/windows-features-dll-sideloading/, https://github.com/xforcered/WFH","Wietze (@wietze), Chris Spehn (@ConsciousHacker)","https://hijacklibs.net/entries/microsoft/built-in/dnsapi.html"
"dnsapi.dll","Wietze Beukema","2021-02-27","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\setupugc.exe","Sideloading","","","","","","https://wietze.github.io/blog/hijacking-dlls-in-windows, https://securityintelligence.com/posts/windows-features-dll-sideloading/, https://github.com/xforcered/WFH","Wietze (@wietze), Chris Spehn (@ConsciousHacker)","https://hijacklibs.net/entries/microsoft/built-in/dnsapi.html"
"dnsapi.dll","Wietze Beukema","2021-02-27","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\sihclient.exe","Sideloading","","","","","","https://wietze.github.io/blog/hijacking-dlls-in-windows, https://securityintelligence.com/posts/windows-features-dll-sideloading/, https://github.com/xforcered/WFH","Wietze (@wietze), Chris Spehn (@ConsciousHacker)","https://hijacklibs.net/entries/microsoft/built-in/dnsapi.html"
"dnsapi.dll","Wietze Beukema","2021-02-27","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\spoolsv.exe","Sideloading","","","","","","https://wietze.github.io/blog/hijacking-dlls-in-windows, https://securityintelligence.com/posts/windows-features-dll-sideloading/, https://github.com/xforcered/WFH","Wietze (@wietze), Chris Spehn (@ConsciousHacker)","https://hijacklibs.net/entries/microsoft/built-in/dnsapi.html"
"dnsapi.dll","Wietze Beukema","2021-02-27","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\sppextcomobj.exe","Sideloading","","","","","","https://wietze.github.io/blog/hijacking-dlls-in-windows, https://securityintelligence.com/posts/windows-features-dll-sideloading/, https://github.com/xforcered/WFH","Wietze (@wietze), Chris Spehn (@ConsciousHacker)","https://hijacklibs.net/entries/microsoft/built-in/dnsapi.html"
"dnsapi.dll","Wietze Beukema","2021-02-27","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\systempropertiesadvanced.exe","Sideloading","true","","","","","https://wietze.github.io/blog/hijacking-dlls-in-windows, https://securityintelligence.com/posts/windows-features-dll-sideloading/, https://github.com/xforcered/WFH","Wietze (@wietze), Chris Spehn (@ConsciousHacker)","https://hijacklibs.net/entries/microsoft/built-in/dnsapi.html"
"dnsapi.dll","Wietze Beukema","2021-02-27","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\systemsettingsadminflows.exe","Sideloading","true","","","","","https://wietze.github.io/blog/hijacking-dlls-in-windows, https://securityintelligence.com/posts/windows-features-dll-sideloading/, https://github.com/xforcered/WFH","Wietze (@wietze), Chris Spehn (@ConsciousHacker)","https://hijacklibs.net/entries/microsoft/built-in/dnsapi.html"
"dnsapi.dll","Wietze Beukema","2021-02-27","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\tieringengineservice.exe","Sideloading","","","","","","https://wietze.github.io/blog/hijacking-dlls-in-windows, https://securityintelligence.com/posts/windows-features-dll-sideloading/, https://github.com/xforcered/WFH","Wietze (@wietze), Chris Spehn (@ConsciousHacker)","https://hijacklibs.net/entries/microsoft/built-in/dnsapi.html"
"dnsapi.dll","Wietze Beukema","2021-02-27","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\wbengine.exe","Sideloading","","","","","","https://wietze.github.io/blog/hijacking-dlls-in-windows, https://securityintelligence.com/posts/windows-features-dll-sideloading/, https://github.com/xforcered/WFH","Wietze (@wietze), Chris Spehn (@ConsciousHacker)","https://hijacklibs.net/entries/microsoft/built-in/dnsapi.html"
"dnsapi.dll","Wietze Beukema","2021-02-27","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\wkspbroker.exe","Sideloading","","","","","","https://wietze.github.io/blog/hijacking-dlls-in-windows, https://securityintelligence.com/posts/windows-features-dll-sideloading/, https://github.com/xforcered/WFH","Wietze (@wietze), Chris Spehn (@ConsciousHacker)","https://hijacklibs.net/entries/microsoft/built-in/dnsapi.html"
"dot3api.dll","Wietze Beukema","2021-02-27","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\netsh.exe","Sideloading","","","","","","https://wietze.github.io/blog/hijacking-dlls-in-windows","Wietze (@wietze)","https://hijacklibs.net/entries/microsoft/built-in/dot3api.html"
"dot3cfg.dll","Wietze Beukema","2021-02-27","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\netsh.exe","Sideloading","","","","","","https://wietze.github.io/blog/hijacking-dlls-in-windows","Wietze (@wietze)","https://hijacklibs.net/entries/microsoft/built-in/dot3cfg.html"
"dpx.dll","Wietze Beukema","2021-02-27","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\lpksetup.exe","Sideloading","","","","","","https://wietze.github.io/blog/hijacking-dlls-in-windows","Wietze (@wietze)","https://hijacklibs.net/entries/microsoft/built-in/dpx.html"
"dpx.dll","Wietze Beukema","2021-02-27","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\wusa.exe","Sideloading","true","","","","","https://wietze.github.io/blog/hijacking-dlls-in-windows","Wietze (@wietze)","https://hijacklibs.net/entries/microsoft/built-in/dpx.html"
"drprov.dll","Wietze Beukema","2022-05-21","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\certreq.exe","Environment Variable","","","","","SYSTEMROOT","https://wietze.github.io/blog/save-the-environment-variables","Wietze (@wietze)","https://hijacklibs.net/entries/microsoft/built-in/drprov.html"
"drprov.dll","Wietze Beukema","2022-05-21","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\msdt.exe","Environment Variable","","","","","SYSTEMROOT","https://wietze.github.io/blog/save-the-environment-variables","Wietze (@wietze)","https://hijacklibs.net/entries/microsoft/built-in/drprov.html"
"drprov.dll","Wietze Beukema","2022-05-21","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\notepad.exe","Environment Variable","","","","","SYSTEMROOT","https://wietze.github.io/blog/save-the-environment-variables","Wietze (@wietze)","https://hijacklibs.net/entries/microsoft/built-in/drprov.html"
"drprov.dll","Wietze Beukema","2022-05-21","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\powershell.exe","Environment Variable","","","","","SYSTEMROOT","https://wietze.github.io/blog/save-the-environment-variables","Wietze (@wietze)","https://hijacklibs.net/entries/microsoft/built-in/drprov.html"
"drprov.dll","Wietze Beukema","2022-05-21","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\stordiag.exe","Environment Variable","","","","","SYSTEMROOT","https://wietze.github.io/blog/save-the-environment-variables","Wietze (@wietze)","https://hijacklibs.net/entries/microsoft/built-in/drprov.html"
"drprov.dll","Wietze Beukema","2022-05-21","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\tabcal.exe","Environment Variable","","","","","SYSTEMROOT","https://wietze.github.io/blog/save-the-environment-variables","Wietze (@wietze)","https://hijacklibs.net/entries/microsoft/built-in/drprov.html"
"drprov.dll","Wietze Beukema","2022-05-21","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\verifier.exe","Environment Variable","","","","","SYSTEMROOT","https://wietze.github.io/blog/save-the-environment-variables","Wietze (@wietze)","https://hijacklibs.net/entries/microsoft/built-in/drprov.html"
"drprov.dll","Wietze Beukema","2022-05-21","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\workfolders.exe","Environment Variable","","","","","SYSTEMROOT","https://wietze.github.io/blog/save-the-environment-variables","Wietze (@wietze)","https://hijacklibs.net/entries/microsoft/built-in/drprov.html"
"drprov.dll","Wietze Beukema","2022-05-21","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\write.exe","Environment Variable","","","","","SYSTEMROOT","https://wietze.github.io/blog/save-the-environment-variables","Wietze (@wietze)","https://hijacklibs.net/entries/microsoft/built-in/drprov.html"
"drvstore.dll","Chris Spehn","2021-08-17","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\infdefaultinstall.exe","Sideloading","","","","","","https://securityintelligence.com/posts/windows-features-dll-sideloading/, https://github.com/xforcered/WFH, https://www.microsoft.com/en-us/download/details.aspx?id=105437","Chris Spehn (@ConsciousHacker)","https://hijacklibs.net/entries/microsoft/built-in/drvstore.html"
"drvstore.dll","Chris Spehn","2021-08-17","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\securityhealthservice.exe","Sideloading","","","","","","https://securityintelligence.com/posts/windows-features-dll-sideloading/, https://github.com/xforcered/WFH, https://www.microsoft.com/en-us/download/details.aspx?id=105437","Chris Spehn (@ConsciousHacker)","https://hijacklibs.net/entries/microsoft/built-in/drvstore.html"
"drvstore.dll","Chris Spehn","2021-08-17","Microsoft","","%SYSTEM32%, %SYSWOW64%","hvciscan_amd64.exe","Sideloading","","","","","","https://securityintelligence.com/posts/windows-features-dll-sideloading/, https://github.com/xforcered/WFH, https://www.microsoft.com/en-us/download/details.aspx?id=105437","Chris Spehn (@ConsciousHacker)","https://hijacklibs.net/entries/microsoft/built-in/drvstore.html"
"dsclient.dll","Wietze Beukema","2021-02-27","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\dmcfghost.exe","Sideloading","","","","","","https://wietze.github.io/blog/hijacking-dlls-in-windows","Wietze (@wietze)","https://hijacklibs.net/entries/microsoft/built-in/dsclient.html"
"dsclient.dll","Wietze Beukema","2021-02-27","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\dmomacpmo.exe","Sideloading","","","","","","https://wietze.github.io/blog/hijacking-dlls-in-windows","Wietze (@wietze)","https://hijacklibs.net/entries/microsoft/built-in/dsclient.html"
"dsclient.dll","Wietze Beukema","2021-02-27","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\dstokenclean.exe","Sideloading","","","","","","https://wietze.github.io/blog/hijacking-dlls-in-windows","Wietze (@wietze)","https://hijacklibs.net/entries/microsoft/built-in/dsclient.html"
"dsparse.dll","Wietze Beukema","2021-02-27","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\dcdiag.exe","Sideloading","","","","","","https://wietze.github.io/blog/hijacking-dlls-in-windows, https://securityintelligence.com/posts/windows-features-dll-sideloading/, https://github.com/xforcered/WFH","Wietze (@wietze), Chris Spehn (@ConsciousHacker)","https://hijacklibs.net/entries/microsoft/built-in/dsparse.html"
"dsparse.dll","Wietze Beukema","2021-02-27","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\dfsrdiag.exe","Sideloading","","","","","","https://wietze.github.io/blog/hijacking-dlls-in-windows, https://securityintelligence.com/posts/windows-features-dll-sideloading/, https://github.com/xforcered/WFH","Wietze (@wietze), Chris Spehn (@ConsciousHacker)","https://hijacklibs.net/entries/microsoft/built-in/dsparse.html"
"dsparse.dll","Wietze Beukema","2021-02-27","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\dmcertinst.exe","Sideloading","","","","","","https://wietze.github.io/blog/hijacking-dlls-in-windows, https://securityintelligence.com/posts/windows-features-dll-sideloading/, https://github.com/xforcered/WFH","Wietze (@wietze), Chris Spehn (@ConsciousHacker)","https://hijacklibs.net/entries/microsoft/built-in/dsparse.html"
"dsparse.dll","Wietze Beukema","2021-02-27","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\netdom.exe","Sideloading","","","","","","https://wietze.github.io/blog/hijacking-dlls-in-windows, https://securityintelligence.com/posts/windows-features-dll-sideloading/, https://github.com/xforcered/WFH","Wietze (@wietze), Chris Spehn (@ConsciousHacker)","https://hijacklibs.net/entries/microsoft/built-in/dsparse.html"
"dsparse.dll","Wietze Beukema","2021-02-27","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\rendom.exe","Sideloading","","","","","","https://wietze.github.io/blog/hijacking-dlls-in-windows, https://securityintelligence.com/posts/windows-features-dll-sideloading/, https://github.com/xforcered/WFH","Wietze (@wietze), Chris Spehn (@ConsciousHacker)","https://hijacklibs.net/entries/microsoft/built-in/dsparse.html"
